n_digits;median(ns);min(ns);max(ns)
2107;55779271;49341;56979411
2108;56592016;55743582;71650365
2109;56700990;49140;60453864
2110;55726514;49656;56952854
2111;56646168;50878;57113855
2112;56715937;55788022;57128459
2113;56507472;50134;57042446
2114;56223577;50466;57196463
2115;56748381;51397;57293632
2116;56896727;49658;57278645
2117;56787371;55946336;57306578
2118;56347088;50000;57276118
2119;56605785;49596;57385906
2120;60588;50309;57976266
2121;57384593;52472;58037042
2122;57146373;50590;58130493
2123;56950575;50785;58005816
2124;57351899;49952;58044777
2125;57682365;51335;57986028
2126;57590238;56851185;58259524
2127;57821301;56768625;58175788
2128;57173553;50144;71756244
2129;28547661;49860;59509975
2130;57179511;50085;58178917
2131;57576019;52260;58323815
2132;57185172;50237;58202163
2133;57481600;50299;58258325
2134;57709174;57047305;58290877
2135;52277;50098;58407335
2136;57713585;50794;58325781
2137;57807241;57104515;58438392
2138;57681278;51040;58634036
2139;57714614;51335;58452960
2140;58447545;57735267;59048777
2141;58191096;50146;58909592
2142;58801475;57780180;60103311
2143;59276244;58072291;59626859
2144;59108292;52111;59561699
2145;59082773;53213;60550239
2146;59400962;53462;59815267
2147;59759419;58905702;70634618
2148;59516314;56328;60991255
2149;53986;51531;59781433
2150;59451546;59414540;61638060
2151;59408684;52332;59888831
2152;59503566;53581;59917257
2153;59494346;52693;60096212
2154;59616402;53386;61004954
2155;59451528;53191;59950488
2156;59552087;58342140;59990313
2157;59498747;51798;59600644
2158;59466723;59011286;60543821
2159;62111989;52167;62216778
2160;62065672;52102;63600910
2161;62176874;62155708;62321341
2162;62127994;52168;62232229
2163;62189476;61949203;62309332
2164;61533577;50972;62354276
2165;62225683;54107;71341944
2166;61746369;53184;62759190
2167;61647543;61058827;62371483
2168;61577745;51619;63047270
2169;62043490;61058178;62902469
2170;61832237;54999;62487788
2171;30692295;51461;62592773
2172;61729115;61202660;62406868
2173;65579247;61414201;71808919
2174;65711737;58589;76632806
2175;62535046;61226135;63424951
2176;62332058;53908;62616833
2177;61761456;50914;62584502
2178;61901468;51723;62657417
2179;61500735;60780570;62615453
2180;53986;52109;61905503
2181;60844244;51708;62058450
2182;60863556;53177;61964283
2183;62182749;60963324;77116605
2184;61404165;60866589;62200876
2185;61563690;54826;62220531
2186;61473025;51582;62329736
2187;62070378;53147;64255036
2188;61821184;61009778;62408213
2189;61571834;52976;62382254
2190;61617546;52068;62347038
2191;61636545;60988149;62465837
2192;61803543;52106;62456299
2193;55813;52361;62424518
2194;61445560;52167;62409808
2195;30627201;51905;62545730
2196;30629232;51939;62548300
2197;62574682;54412;63677504
2198;62636201;62167492;63518041
2199;62903335;62147810;63496960
2200;62825039;52470;63525276
2201;31116040;52926;72841827
2202;63084268;54071;65193820
2203;62966725;53038;63959789
2204;62981197;62355963;63854741
2205;62429192;52454;63678545
2206;63001076;53246;63649273
2207;63527053;62498712;63789755
2208;63222532;52426;63789102
2209;63254585;62425929;63758037
2210;63157599;54639;63736495
2211;63539893;62486594;63806764
2212;63546731;62480815;63910907
2213;63296958;54203;63960836
2214;63367046;54933;63896848
2215;63532444;62728656;63942400
2216;63634733;62564216;63878900
2217;63339090;55018;79609458
2218;63143003;53096;66189310
2219;63125381;54747;63858393
2220;63717301;62859231;64030189
2221;63730524;62514630;63869590
2222;63178909;52863;63895738
2223;63772492;62594861;63882402
2224;63836037;54013;63967852
2225;63908422;54378;65140949
2226;63893247;53820;65425473
2227;63871449;62725479;63996294
2228;63865175;54324;65395207
2229;62906965;54301;64095613
2230;63979674;62878955;64086679
2231;64061936;55109;64441483
2232;63213007;53257;64155426
2233;63649363;54227;64113738
2234;63780402;62824873;64145650
2235;64141667;62813845;75817068
2236;64686107;53163;65641256
2237;64808628;54361;65519636
2238;65252064;54296;65634940
2239;65507650;54740;65666340
2240;64471167;53683;65631182
2241;64736160;53473;65626738
2242;65405943;64204104;65743754
2243;65297174;64590223;66119766
2244;65343957;54105;65778469
2245;65269816;64263067;65717005
2246;64398004;53526;65809581
2247;65199266;53936;65881579
2248;65421134;64315195;65798314
2249;65814609;59077;67420276
2250;65467030;55383;68478727
2251;70095105;68292170;80700711
2252;68111686;65909599;70485103
2253;66069253;58310;69853149
2254;69234445;65512816;72796083
2255;66452235;55560;67805663
2256;66866315;56596;67895620
2257;66803032;57705;67202777
2258;66834593;65507268;67024234
2259;66858647;57028;67366424
2260;66859945;54948;66994619
2261;66245350;55385;67087225
2262;71092055;65643797;88566165
2263;70455130;66938224;87729247
2264;66964115;56018;70146283
2265;66808949;55553;67151613
2266;66970061;65787951;80969996
2267;66611687;56136;67137295
2268;66838990;66003246;67524290
2269;66713065;54957;67124963
2270;66959174;66180933;68574670
2271;66748418;55632;67719757
2272;67290078;55805;77944842
2273;66807471;55457;67452638
2274;67120839;66545510;67427361
2275;67492911;66782171;67744109
2276;67687114;66887171;67825346
2277;67901659;56375;68146432
2278;67716266;66816050;67913465
2279;67346115;55093;69596444
2280;67912932;66784915;68761136
2281;67908724;56326;68188777
2282;68091757;56346;84608934
2283;67918025;67366771;68483532
2284;67688178;56219;68464990
2285;67869819;56384;68114525
2286;67857024;67334086;68135197
2287;67862672;57334;68198461
2288;56882;55107;68230123
2289;68000381;55255;68437007
2290;68201454;56647;69509463
2291;68061235;67382750;68390466
2292;68116844;57473;68508136
2293;68463188;56323;68837496
2294;68692981;68259694;69039862
2295;68798213;68165964;69013367
2296;68780091;67999880;69251377
2297;68975337;55969;79948151
2298;57246;55485;68942095
2299;68765181;56787;69026705
2300;68885025;58468;69358476
2301;68956007;57172;69216562
2302;68614593;56339;69118917
2303;68634900;56011;69340081
2304;69092303;56516;70079139
2305;68949600;68149538;69499411
2306;69071459;68210169;70848916
2307;69001005;55719;69611648
2308;68885675;56186;69565161
2309;69053256;57823;70353318
2310;68744227;56361;69604847
2311;69030014;56961;69698071
2312;69267413;55545;69534229
2313;73226169;73033837;74359468
2314;73212577;72187500;87863007
2315;72983813;57374;73537487
2316;73310640;58502;74485278
2317;58164;56606;73408832
2318;73283019;55973;73751347
2319;72678678;56932;73720351
2320;73070417;56204;74760887
2321;73251427;72541573;73563864
2322;73106504;58361;73599929
2323;73249656;57241;73741203
2324;36469434;55375;73595514
2325;72954012;56059;73795480
2326;73248847;57733;73784099
2327;73197083;56895;73678982
2328;36554098;56436;73815096
2329;73363742;56014;73802653
2330;73550526;72657884;88297136
2331;61006;57078;73769416
2332;73924017;59699;77420308
2333;36789842;57158;74270923
2334;74068936;73421866;74446327
2335;74355149;73627625;74641527
2336;74099497;58556;74533328
2337;73871648;56998;74383936
2338;74168754;59106;74596676
2339;74171404;73438783;74532114
2340;74409395;74070296;74718949
2341;74359026;58009;74818672
2342;74178371;56676;74605436
2343;74086427;58349;74768358
2344;74367569;73785051;74852002
2345;74479696;73781742;85484239
2346;74141388;56188;74788372
2347;74465030;57510;74883768
2348;74452787;73900683;74862748
2349;36784050;58606;74746128
2350;74642812;59255;74933274
2351;74693474;59775;74962006
2352;75252057;74488203;75753748
2353;75364818;75181584;75572075
2354;75373269;59289;75617761
2355;75442331;58254;80983788
2356;74795593;57672;75702983
2357;60321;57797;75738517
2358;75740526;74554573;78483173
2359;75051435;57805;75812260
2360;74998570;57422;88220465
2361;75420113;74455574;79739056
2362;74887849;57949;75967640
2363;75524425;57739;75920406
2364;75669020;75351979;75973148
2365;75667325;74818520;76064882
2366;75540601;57370;75881446
2367;75620834;59569;75971161
2368;75533894;57871;76038883
2369;75625734;74634048;76203099
2370;74780346;57288;76021052
2371;77527758;57534;77952280
2372;77622320;59463;77951834
2373;77636527;77179080;78074314
2374;77765633;76828602;88963744
2375;77702091;60341;79428550
2376;77893703;61168;78277154
2377;77809991;57998;78227934
2378;77260717;58875;79181172
2379;77756593;58029;78240779
2380;77561432;57349;78130168
2381;78106767;59440;78384416
2382;78089718;57999;78495058
2383;78070608;59509;78413483
2384;78087770;77332053;78385228
2385;77926793;77030359;78390078
2386;77941392;58661;78568851
2387;77970136;77178665;78339350
2388;78104630;76964235;88370690
2389;77369169;58604;78960745
2390;78497690;59238;78964361
2391;78779271;58196;79201191
2392;78855353;60591;79293219
2393;78837510;58365;79276726
2394;78687654;58014;79298418
2395;78823684;77969931;79276425
2396;78950774;59705;79412847
2397;79144426;78458204;79504973
2398;79150002;78459372;79631717
2399;79209353;78302056;79482694
2400;79237797;59277;79610230
2401;78777825;58493;79613581
2402;79437280;78687490;92799945
2403;79170950;60056;80722723
2404;79156410;58644;79599979
2405;79164115;59632;79632567
2406;79380781;78719911;83699534
2407;79679690;79641683;80852208
2408;79665326;78571079;80311204
2409;65468;60194;80470505
2410;39520142;60041;80620996
2411;80116333;79334245;81227170
2412;39564765;59388;80179989
2413;80103582;60596;80704615
2414;79890729;59154;80672380
2415;80191337;60886;81238849
2416;80301144;79728668;94354790
2417;40182271;60277;85866068
2418;80337462;79284525;80577504
2419;80386589;61277;80473746
2420;79838524;59904;80447107
2421;80502585;61338;81040169
2422;80570252;61343;81509169
2423;79676450;59298;80680230
2424;80253102;61078;80535568
2425;80351908;61177;84332639
2426;80117178;60049;80859713
2427;80405169;79339731;80979876
2428;81191564;61360;81901505
2429;81100551;80340448;81569948
2430;81450119;80831843;97173154
2431;81356294;60582;81730590
2432;81664626;80874528;81837412
2433;81552752;80990065;81796617
2434;81421507;81172278;81557482
2435;81334905;80577105;81889032
2436;81559098;62029;82636449
2437;81616337;80679895;81942744
2438;81150229;59476;81901735
2439;81347744;60909;82385078
2440;81533037;59515;82255419
2441;81671751;80922220;82426994
2442;81816038;61317;92699252
2443;65521;59776;82517316
2444;81712056;59904;82185068
2445;81902332;60627;82228486
2446;81883416;81382416;86507485
2447;82900577;61435;83838080
2448;62829;60501;83373603
2449;82946579;60362;83646027
2450;83116796;61500;90413481
2451;83096942;82621558;83377443
2452;41421614;60049;84937206
2453;83153950;82614991;83430582
2454;83113808;61463;83881957
2455;82984545;60934;83652157
2456;41392502;60559;84224813
2457;83187222;60918;83690758
2458;83322358;82489230;101511927
2459;83390826;61222;84345190
2460;83470001;82710022;84031190
2461;41431471;61517;83938656
2462;83604529;61112;84740295
2463;83649476;61381;84025177
2464;83559345;82344020;84021902
2465;83657876;82672785;90151569
2466;83708966;61194;84039969
2467;87205296;86410676;87492984
2468;87157855;86277472;87865252
2469;87213381;62508;87587686
2470;87124092;62455;102252794
2471;87001726;60775;89486704
2472;87342090;61637;90089241
2473;87364541;86652852;91254739
2474;87387457;86489033;87906264
2475;87391170;86828301;87852114
2476;87425263;62259;87817343
2477;87493030;87296730;87798993
2478;87665177;87484001;88147609
2479;87484449;63376;87737042
2480;87352122;86337102;87957079
2481;87841382;86832827;91729841
2482;87792903;86602336;105338584
2483;87689074;87465186;88461684
2484;87760067;61914;88169320
2485;87862546;86981386;88089098
2486;88571733;88055691;88879988
2487;88732642;88109082;90216473
2488;88888598;64691;89432205
2489;88711136;87987749;89501155
2490;88776226;62285;89280338
2491;88995273;62573;89265930
2492;88852741;63970;89172518
2493;88942773;61569;104122396
2494;88852493;88090538;89142321
2495;88723910;62273;89024379
2496;88773093;61866;89179908
2497;89138870;61633;89341034
2498;88958892;88662664;89256212
2499;89232779;62004;89666041
2500;89141155;64324;89412664
2501;89026245;64010;89313380
2502;44256083;61581;89419059
2503;89108790;63199;89639860
2504;89330095;62287;89672103
2505;64621;63168;90184445
2506;89840910;89077948;104624706
2507;90018269;89353130;90287311
2508;90095865;89178064;94326385
2509;90067507;63781;90569624
2510;45044769;63765;91540099
2511;90273051;63543;92232461
2512;64224;62091;90250884
2513;90060905;63501;90313277
2514;90036085;89682011;90364447
2515;90098343;62425;90464751
2516;90201542;89352809;90462000
2517;90312268;63816;90525103
2518;90400320;90055900;108684328
2519;90718803;65662;96273117
2520;90497196;64233;91446072
2521;90309278;63678;90585892
2522;90630043;89824764;90893595
2523;90478205;63720;90890013
2524;90504083;90229359;90675147
2525;90934115;62703;91658700
2526;90988842;64313;91572347
2527;91225876;90926629;91631491
2528;91353466;63073;91686935
2529;91501789;91224386;91962444
2530;45395519;63769;92169480
2531;72558;64211;106536644
2532;91519364;64340;91974231
2533;91467767;64247;94421277
2534;91446819;64568;91820820
2535;91630784;65604;91974257
2536;91576090;65133;91905939
2537;91701684;64463;91990505
2538;91535467;62690;91955403
2539;91743375;91397232;92041091
2540;91579319;64367;92592796
2541;91581328;63875;92360178
2542;45581625;63861;92183432
2543;91776610;63386;92228020
2544;93002304;92722343;111397676
2545;92934120;92161928;93381073
2546;46432007;64627;93150022
2547;92814117;92338848;92997617
2548;92693343;65233;93126305
2549;92934230;64379;93192410
2550;93181528;65341;93538534
2551;93070545;63967;93373679
2552;93168511;92315307;93376585
2553;93202136;65250;93488445
2554;93039146;65485;93258636
2555;93080925;63963;93493378
2556;93340225;64091;111623767
2557;93225438;65737;98942320
2558;93480327;93028795;93895529
2559;92948326;92213649;93279557
2560;93335758;63535;93907115
2561;93412926;92672559;93705312
2562;93394212;65096;93774489
2563;46730482;64007;94095692
2564;93657203;92993586;94139870
2565;93833965;93263875;94051325
2566;93861085;64719;94189939
2567;93889300;65208;113589349
2568;94082938;66220;96523315
2569;93940089;65337;94268269
2570;93954065;64481;94438448
2571;94154442;65903;95330620
2572;93913666;93708971;94565362
2573;94315087;67102;94702801
2574;94183562;64917;94807295
2575;47042468;64620;94621933
2576;94192245;65587;94483538
2577;94153269;65861;94612671
2578;94428382;66148;94784338
2579;94421772;65651;94857490
2580;94766528;94378354;114893484
2581;94877853;66878;95693084
2582;95444168;95207942;96263897
2583;70916;66860;97641841
2584;95590803;95226007;96083084
2585;95390767;66730;97214636
2586;97260468;68111;115557247
2587;103904915;72129;118275177
2588;104027478;74133;114975319
2589;99985595;68852;114236686
2590;98259810;94436097;101747405
2591;100462528;68719;135162987
2592;105013239;78069;134115133
2593;113164994;89484;140179756
2594;96329111;94095490;106715228
2595;98489869;66835;103457126
2596;116116097;79186;155715507
2597;94799896;66618;99629935
2598;95507906;69813;96144437
2599;95547779;67104;95800514
2600;95451125;65277;96106892
2601;97702953;66070;98671026
2602;97707464;67459;98011806
2603;68480;65137;100873443
2604;97768944;97357457;98716982
2605;98041739;65846;100331234
2606;68695;65848;98280822
2607;97852468;97662193;98345784
2608;97760868;67221;98213282
2609;97961876;65930;98351503
2610;98052510;97807207;101003709
2611;98212391;97999880;98915818
2612;98365282;67963;99687181
2613;98595697;98075728;108845012
2614;98461132;97935596;105295004
2615;98550923;65591;99117065
2616;70113;66341;99275260
2617;98487003;68364;99751848
2618;98628755;69565;99436077
2619;98540868;98201681;102952118
2620;98496757;66255;98908651
2621;101638524;66766;102518123
2622;102069963;67193;102667180
2623;68201;67344;103000752
2624;101903427;101574851;102251507
2625;101904484;101584945;102143298
2626;101734364;65990;101983323
2627;101931474;66130;102311420
2628;101858674;67950;102071659
2629;102076177;101835218;109735241
2630;101881672;66248;102126263
2631;69092;67222;102542159
2632;102107487;67225;104550981
2633;102287651;101897978;107248429
2634;102011526;66479;102415515
2635;101913948;66386;102236479
2636;101930546;66402;102308914
2637;102304098;102124488;103230397
2638;102141056;66758;102457659
2639;102189266;66806;102406985
2640;51605649;67566;103454336
2641;103244348;68107;103684654
2642;103425260;69648;111465246
2643;104076338;103077344;110451461
2644;103802772;67477;104611538
2645;103867089;68843;105400572
2646;104356242;69440;107737594
2647;104547527;69588;110396905
2648;104369261;74200;107999795
2649;104281044;103113542;108343639
2650;103967075;67818;110372179
2651;107187838;70595;188323140
2652;105377555;68574;205630756
2653;103524324;66315;114845303
2654;103825516;103564611;111374217
2655;103713628;69278;104761412
2656;103167005;67172;107574064
2657;51777380;66911;104034532
2658;103929980;68845;104277451
2659;104486218;67344;104888670
2660;104461282;68523;104796963
2661;104599172;68899;104998313
2662;105477782;104490241;108198188
2663;108409194;105891154;110902369
2664;106457966;69220;133663842
2665;111318086;105851641;125532461
2666;106850343;71198;109742113
2667;106910382;106050610;108776311
2668;107967858;73429;117926628
2669;105314368;71761;113475023
2670;105907391;104525254;114312898
2671;72682;69585;110622287
2672;106663962;69868;108537240
2673;106838285;69117;108093211
2674;106867416;106378976;109009714
2675;108255424;72240;116725413
2676;107276705;70901;110767407
2677;54138396;71704;140769302
2678;108912949;73484;124234626
2679;75983;71840;120249100
2680;118250572;70340;132446424
2681;106444253;69499;107000350
2682;106600291;70432;107166214
2683;106712860;106390655;108156378
2684;106500760;106344777;112665184
2685;106567816;68098;106876307
2686;106648401;106428094;106849299
2687;108892326;69011;115515201
2688;113832273;73769;146945031
2689;107726801;71362;111156503
2690;110380839;108488818;116983264
2691;112549183;109049746;120610278
2692;111642699;71903;126179935
2693;107118947;68337;115691624
2694;107039316;69459;108579811
2695;107016256;69269;107497414
2696;107080410;68528;107600337
2697;107145595;70925;107484251
2698;107164582;107003738;107489645
2699;107728123;68609;108296709
2700;107600952;107372772;107817730
2701;107685574;69855;109084830
2702;107858353;107549065;108128168
2703;53829996;68925;108097806
2704;107828497;68646;108942838
2705;107551274;69379;110127017
2706;71536;68613;107843410
2707;107888559;69736;108274622
2708;107959195;70773;108404161
2709;107927965;69109;108289585
2710;107850076;69487;108434591
2711;108165615;70658;108544672
2712;108033495;71683;108319542
2713;108000735;68722;108727526
2714;108024162;70679;113430333
2715;72511;68902;108695067
2716;71003;69048;108783675
2717;108331328;107825850;109325584
2718;109467645;109170080;109694394
2719;109641828;71245;109944773
2720;109695075;71515;110000690
2721;109392633;69114;109645964
2722;109729688;69765;110064427
2723;54791855;68879;109696715
2724;70231;68655;113418621
2725;109571538;69384;109916604
2726;109813973;69470;110001354
2727;109685747;70690;109980698
2728;109725255;71470;110011989
2729;109962215;109561798;110183925
2730;72262;69666;110181738
2731;110252080;71023;110939800
2732;110159040;69755;110538717
2733;110016141;69888;115307031
2734;110060036;73645;115048176
2735;110885647;110028352;112007120
2736;111681003;71940;113239485
2737;111538169;111296272;117811354
2738;124739906;112019370;156603531
2739;135247154;74702;171483762
2740;109941112;72023;134374405
2741;125498982;73117;167743052
2742;122669495;115018311;128446685
2743;111811297;110694162;114787724
2744;111455866;72064;113660349
2745;111517912;71788;113898135
2746;111727954;111545296;112215805
2747;55909594;70400;112385453
2748;111965256;71293;112362779
2749;111964684;111768684;112531413
2750;111904704;71348;116101973
2751;111668580;71883;112245213
2752;111799353;111500401;117153204
2753;55858160;70638;114036054
2754;111895651;70636;113934807
2755;112003157;72227;113867167
2756;113979865;113707575;117145013
2757;113674723;71798;117668992
2758;113800848;72320;117908993
2759;114006490;113771612;114321979
2760;73177;71381;114557302
2761;113932273;72426;114316058
2762;113929506;72451;116170637
2763;113792289;70849;119239811
2764;113939886;113795587;116223889
2765;114267247;72601;116036307
2766;114174285;113897284;117928668
2767;114308676;76481;116544689
2768;114295962;74680;121241645
2769;74493;70520;116014807
2770;114260519;113938137;116392478
2771;114316306;71344;116436618
2772;116682639;74562;122526500
2773;120863607;113728068;135339296
2774;115144818;113849932;117815087
2775;118977265;72237;119931718
2776;118824072;72446;119675047
2777;118764669;71226;120974879
2778;118829386;72083;121060063
2779;118818742;71591;120952559
2780;118892320;72862;128339128
2781;118936959;71906;121215870
2782;118987633;118772982;121139761
2783;119205940;118763697;121011840
2784;119114112;71859;121330610
2785;119134054;73846;121548635
2786;119351269;73474;120998954
2787;118551600;72350;121582937
2788;119309878;118593591;122173404
2789;119291709;73459;122859859
2790;119237804;71923;121038711
2791;119841888;73501;122130455
2792;59812232;74031;123275065
2793;119941931;74569;120447822
2794;120512259;73788;122349759
2795;76243;73310;120773693
2796;120147257;73826;122500162
2797;119707130;72381;123055362
2798;120089470;74246;120697334
2799;120922863;74330;125289465
2800;128571431;74112;152972341
2801;130996357;76898;156822170
2802;121419524;76220;129803344
2803;120525053;72568;123414813
2804;120518624;74713;122653381
2805;120606605;73798;122870701
2806;120654712;120375457;122878807
2807;120780552;120510005;122881235
2808;120725576;120550474;122867043
2809;120906755;72369;122821413
2810;120957665;73140;121515941
2811;121065675;75245;121403623
2812;120962540;74994;121373330
2813;121227214;121063113;121691286
2814;121767455;74599;122088515
2815;121970857;121763042;122193887
2816;76042;72631;123314492
2817;122025674;121813126;122310933
2818;77820;73470;126090945
2819;122011928;75134;122341111
2820;121925358;74608;124125875
2821;121846758;72331;123944663
2822;121860159;73668;124294664
2823;122042929;73456;124278658
2824;77546;73418;123075203
2825;122284715;73815;127119609
2826;124285339;122398839;128693043
2827;122719096;74671;124892718
2828;122560051;122457182;124886660
2829;122662802;122445206;123352177
2830;122561796;122278707;122992505
2831;122792033;74485;123320115
2832;122759450;73373;127259857
2833;129438886;125137343;137454588
2834;131236644;125081339;147606578
2835;124674555;76285;126108029
2836;124553388;74609;126966536
2837;124733379;74099;126862919
2838;124734162;73673;126988397
2839;124954244;124581557;126951823
2840;124870038;74412;125544198
2841;124788513;73327;127146612
2842;124679814;75595;127154036
2843;124712434;74249;127133556
2844;125039823;124773290;127283726
2845;125102473;124680662;127042093
2846;76076;73213;125704505
2847;125349788;74528;125620368
2848;124927126;124680794;127076232
2849;125473897;125280825;125701157
2850;125294733;73676;131809727
2851;125426810;76654;127175389
2852;125762635;75489;127808318
2853;62878622;73988;127988921
2854;126079342;80994;126561319
2855;126242493;125992760;128057803
2856;125997600;74390;126332527
2857;126083111;125714172;128110782
2858;126437464;126016637;128055671
2859;126048544;125856923;128179908
2860;126292767;77049;128296105
2861;126440714;77433;126829648
2862;81881;74988;132045811
2863;126203178;76681;131605170
2864;126429091;126226639;128694935
2865;126444966;126191764;128471380
2866;126683325;76903;128536672
2867;126747166;126541199;128286175
2868;126754937;126494247;129709525
2869;126587690;75120;128876201
2870;126464794;75276;128506823
2871;127131585;126800512;129190965
2872;126936643;74201;129111327
2873;127331877;76072;128892613
2874;127176730;76602;130128747
2875;127216797;74885;129315565
2876;127451863;77281;129259197
2877;127425045;76303;127636488
2878;127511776;77642;130814974
2879;127436865;127117984;129061712
2880;127323577;127183481;129394290
2881;127624158;77442;129603422
2882;63748851;75825;127790132
2883;127704998;127479400;130157200
2884;127183304;75508;128083545
2885;127324903;76989;129355597
2886;127598598;127372139;129915430
2887;127558362;75429;136761736
2888;127401631;76676;129512007
2889;127704119;74592;130002730
2890;79460;75838;132270285
2891;130078591;129914026;132164010
2892;131824203;129951184;141270273
2893;141779458;133625359;191241062
2894;130804056;128826426;172745922
2895;130515208;129720771;132534173
2896;130292962;76145;131979262
2897;65036889;77163;131901841
2898;130336737;129778165;133321221
2899;130185313;76131;132239547
2900;130621291;129652369;133489562
2901;130612635;130354724;132716352
2902;130271587;76314;132562471
2903;130778468;76611;131213511
2904;130911593;75318;131331016
2905;130918273;75893;131440087
2906;130983569;77707;132734029
2907;130738739;130504241;132865140
2908;131088522;78582;131522691
2909;130790367;76862;132844937
2910;79592;75429;133562313
2911;131363116;75979;133623786
2912;131550995;76154;134803996
2913;131499871;76694;133754674
2914;131712081;78598;132118827
2915;131796824;78454;133791918
2916;132142011;131879254;132277680
2917;131896743;77561;132446383
2918;132059132;131850249;133799267
2919;132058076;78464;132549723
2920;131954812;76442;132797728
2921;132064497;76700;133783341
2922;132052489;76763;134263992
2923;132200001;79197;134305381
2924;131997579;78039;134152997
2925;132281426;132028983;134452187
2926;132282087;76652;134169008
2927;132215059;78623;134173904
2928;132337987;76627;132737887
2929;135795227;135292694;137754041
2930;135611987;135411085;135980345
2931;79174;76430;136122093
2932;135680209;77349;136272178
2933;135844556;78069;137984084
2934;136439855;79366;136819865
2935;136125665;78625;138131110
2936;136848492;85294;156779581
2937;137411028;136357297;140378478
2938;138465800;80399;141330537
2939;136745520;79958;141246473
2940;136760587;78769;138731483
2941;135763570;77357;137145039
2942;135875692;78661;139592337
2943;136216199;79575;137209259
2944;136182563;78712;136662148
2945;136210642;135698303;136669838
2946;136493872;78153;136773010
2947;136035362;79257;138071612
2948;137363148;78143;140246555
2949;137567845;80002;139545367
2950;137387535;77254;139432351
2951;137211283;83621;139758261
2952;137380937;137113831;153783573
2953;137479556;78767;139479293
2954;137675881;79333;138355663
2955;137536759;137284637;139309716
2956;137417262;77887;138109134
2957;137743046;137218946;140110398
2958;68655239;77743;139849511
2959;137766900;80129;140410378
2960;137614284;78215;140955570
2961;137458749;78749;141505376
2962;137790394;80300;141527862
2963;68939763;79370;141566363
2964;137902642;79552;141949940
2965;137943550;78228;141442862
2966;138161112;80672;141545057
2967;138538768;138207541;141881988
2968;140090986;78603;142164895
2969;70059078;78065;142762454
2970;139915471;78511;143402518
2971;140513525;140077221;143968782
2972;140074870;139954566;143354859
2973;140327279;140161866;146425067
2974;140391999;79951;143923519
2975;140365929;78927;144035622
2976;140592249;80567;144797422
2977;141006927;140816959;141414779
2978;140390171;78232;142658744
2979;140379922;78364;142735329
2980;140963666;140620714;145064996
2981;140811748;140350013;142687467
2982;140653648;78320;142991130
2983;140733532;80972;144030694
2984;140858952;140636768;143016236
2985;140852064;140448208;143144839
2986;70443575;79318;143217834
2987;141762917;141458453;143818266
2988;141631632;78686;143811967
2989;141663429;80853;143880942
2990;141605265;78562;145268087
2991;141410805;79301;143664405
2992;141683861;79777;143945929
2993;141634701;79535;149717242
2994;141901795;79673;144184240
2995;141641386;80962;143876196
2996;142143458;141260702;144537258
2997;142421201;141116407;211231146
2998;141912869;80254;143995200
2999;142198964;141925864;144534842
3000;142534181;79797;145772935
